path,track_id,folder,label,class_name
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CAL5CgkKkR4.wav,CAL5CgkKkR4,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CAbNGe1PWoY.wav,CAbNGe1PWoY,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CAbNGe1PWoY.wav,CAbNGe1PWoY,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CBUAy9Zl6ZE.wav,CBUAy9Zl6ZE,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CBUAy9Zl6ZE.wav,CBUAy9Zl6ZE,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CCFYOw8keiI.wav,CCFYOw8keiI,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CCFYOw8keiI.wav,CCFYOw8keiI,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CD3OyaDW348.wav,CD3OyaDW348,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CD3OyaDW348.wav,CD3OyaDW348,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CEJXvm2vH_4.wav,CEJXvm2vH_4,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CEJXvm2vH_4.wav,CEJXvm2vH_4,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CFT9P94NMDw.wav,CFT9P94NMDw,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CFT9P94NMDw.wav,CFT9P94NMDw,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CGYflJRiLt0.wav,CGYflJRiLt0,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CGYflJRiLt0.wav,CGYflJRiLt0,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CH-zch2pUic.wav,CH-zch2pUic,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CH-zch2pUic.wav,CH-zch2pUic,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CHo8wKj9J1w.wav,CHo8wKj9J1w,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CHo8wKj9J1w.wav,CHo8wKj9J1w,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CHufyCHSF1U.wav,CHufyCHSF1U,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CHufyCHSF1U.wav,CHufyCHSF1U,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CIoEXRnAr-Y.wav,CIoEXRnAr-Y,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CIoEXRnAr-Y.wav,CIoEXRnAr-Y,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CJjyrDGmxIY.wav,CJjyrDGmxIY,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CJjyrDGmxIY.wav,CJjyrDGmxIY,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CKEPPcaCjbw.wav,CKEPPcaCjbw,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CKEPPcaCjbw.wav,CKEPPcaCjbw,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CKO35LsM0XI.wav,CKO35LsM0XI,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CKO35LsM0XI.wav,CKO35LsM0XI,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CKkbZCb9Y18.wav,CKkbZCb9Y18,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CKkbZCb9Y18.wav,CKkbZCb9Y18,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CLx4iYWSB1c.wav,CLx4iYWSB1c,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CLx4iYWSB1c.wav,CLx4iYWSB1c,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CM2rKZmcR0I.wav,CM2rKZmcR0I,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CM2rKZmcR0I.wav,CM2rKZmcR0I,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CM7jMnBXw2Y.wav,CM7jMnBXw2Y,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CM7jMnBXw2Y.wav,CM7jMnBXw2Y,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CMfAu72qma0.wav,CMfAu72qma0,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CMfAu72qma0.wav,CMfAu72qma0,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CN2QSmhP-HI.wav,CN2QSmhP-HI,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CN2QSmhP-HI.wav,CN2QSmhP-HI,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/COe_UKKVpVo.wav,COe_UKKVpVo,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/COe_UKKVpVo.wav,COe_UKKVpVo,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CP3phqztym0.wav,CP3phqztym0,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CP3phqztym0.wav,CP3phqztym0,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CPX6f-Awx-0.wav,CPX6f-Awx-0,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CPX6f-Awx-0.wav,CPX6f-Awx-0,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CPr0YRTcaKg.wav,CPr0YRTcaKg,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CPr0YRTcaKg.wav,CPr0YRTcaKg,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CQlh4k5pXKA.wav,CQlh4k5pXKA,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CQlh4k5pXKA.wav,CQlh4k5pXKA,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CRDDdjDinYc.wav,CRDDdjDinYc,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CRDDdjDinYc.wav,CRDDdjDinYc,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CRHEuoCnI74.wav,CRHEuoCnI74,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CRHEuoCnI74.wav,CRHEuoCnI74,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CRIFRYhiKUA.wav,CRIFRYhiKUA,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CRIFRYhiKUA.wav,CRIFRYhiKUA,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CRUd8kY3L70.wav,CRUd8kY3L70,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CRUd8kY3L70.wav,CRUd8kY3L70,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CRxIJ7YbcZA.wav,CRxIJ7YbcZA,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CRxIJ7YbcZA.wav,CRxIJ7YbcZA,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CSzMTqkLHyg.wav,CSzMTqkLHyg,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CSzMTqkLHyg.wav,CSzMTqkLHyg,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CVLqZyUwqv8.wav,CVLqZyUwqv8,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CVLqZyUwqv8.wav,CVLqZyUwqv8,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CVgLrsBPt4o.wav,CVgLrsBPt4o,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CVgLrsBPt4o.wav,CVgLrsBPt4o,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CWKBzt-v8w4.wav,CWKBzt-v8w4,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CWKBzt-v8w4.wav,CWKBzt-v8w4,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CWQvCCRuU6k.wav,CWQvCCRuU6k,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CWQvCCRuU6k.wav,CWQvCCRuU6k,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CXCbBSUuugs.wav,CXCbBSUuugs,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CXCbBSUuugs.wav,CXCbBSUuugs,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CYZZIkEw_jY.wav,CYZZIkEw_jY,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CYZZIkEw_jY.wav,CYZZIkEw_jY,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CYuYfvQv4eo.wav,CYuYfvQv4eo,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CYuYfvQv4eo.wav,CYuYfvQv4eo,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CZWLPPO0KL4.wav,CZWLPPO0KL4,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CZWLPPO0KL4.wav,CZWLPPO0KL4,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CZZSQ6rd8h0.wav,CZZSQ6rd8h0,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CZZSQ6rd8h0.wav,CZZSQ6rd8h0,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CZoPTJNmiCw.wav,CZoPTJNmiCw,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CZoPTJNmiCw.wav,CZoPTJNmiCw,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CZuH43NPynA.wav,CZuH43NPynA,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CZuH43NPynA.wav,CZuH43NPynA,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/Ca3b8qNUbsk.wav,Ca3b8qNUbsk,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/Ca3b8qNUbsk.wav,Ca3b8qNUbsk,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CaCjiFUL6Fg.wav,CaCjiFUL6Fg,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CaCjiFUL6Fg.wav,CaCjiFUL6Fg,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/Cchf2QH63bI.wav,Cchf2QH63bI,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/Cchf2QH63bI.wav,Cchf2QH63bI,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/Cd7JefC6-Zw.wav,Cd7JefC6-Zw,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/Cd7JefC6-Zw.wav,Cd7JefC6-Zw,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CdFutCUKTXI.wav,CdFutCUKTXI,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CdFutCUKTXI.wav,CdFutCUKTXI,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CdWA-SNcYpM.wav,CdWA-SNcYpM,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CdWA-SNcYpM.wav,CdWA-SNcYpM,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CdgQIiMdBa4.wav,CdgQIiMdBa4,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CdgQIiMdBa4.wav,CdgQIiMdBa4,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/Ce-Xok6SRPU.wav,Ce-Xok6SRPU,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/Ce-Xok6SRPU.wav,Ce-Xok6SRPU,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CeaWlENtRio.wav,CeaWlENtRio,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CeaWlENtRio.wav,CeaWlENtRio,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/Cf1zNtZEcc8.wav,Cf1zNtZEcc8,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/Cf1zNtZEcc8.wav,Cf1zNtZEcc8,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CfRzy-RtqnQ.wav,CfRzy-RtqnQ,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CfRzy-RtqnQ.wav,CfRzy-RtqnQ,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CgK0DU3KFBc.wav,CgK0DU3KFBc,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CgK0DU3KFBc.wav,CgK0DU3KFBc,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/ChCdYoDz7CY.wav,ChCdYoDz7CY,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/ChCdYoDz7CY.wav,ChCdYoDz7CY,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/ChqJYrmQIN4.wav,ChqJYrmQIN4,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/ChqJYrmQIN4.wav,ChqJYrmQIN4,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/ChyayWIp_vU.wav,ChyayWIp_vU,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/ChyayWIp_vU.wav,ChyayWIp_vU,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/Ck-1kRnHqro.wav,Ck-1kRnHqro,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/Ck-1kRnHqro.wav,Ck-1kRnHqro,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/Ck_bvV8Aa-k.wav,Ck_bvV8Aa-k,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/Ck_bvV8Aa-k.wav,Ck_bvV8Aa-k,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CkgzMSbE68M.wav,CkgzMSbE68M,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CkgzMSbE68M.wav,CkgzMSbE68M,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/ClK_qf_Twm8.wav,ClK_qf_Twm8,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/ClK_qf_Twm8.wav,ClK_qf_Twm8,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/ClNTn1wtq7E.wav,ClNTn1wtq7E,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/ClNTn1wtq7E.wav,ClNTn1wtq7E,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/Cn3xoxvbkF0.wav,Cn3xoxvbkF0,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/Cn3xoxvbkF0.wav,Cn3xoxvbkF0,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CnTMm-bzssM.wav,CnTMm-bzssM,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CnTMm-bzssM.wav,CnTMm-bzssM,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CodqNx1ukOc.wav,CodqNx1ukOc,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CodqNx1ukOc.wav,CodqNx1ukOc,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CpHRQ-f4UtA.wav,CpHRQ-f4UtA,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CpHRQ-f4UtA.wav,CpHRQ-f4UtA,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CphwhKgYHaM.wav,CphwhKgYHaM,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CphwhKgYHaM.wav,CphwhKgYHaM,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CqtknE729Lw.wav,CqtknE729Lw,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CqtknE729Lw.wav,CqtknE729Lw,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CrbZHPkHeV4.wav,CrbZHPkHeV4,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CrbZHPkHeV4.wav,CrbZHPkHeV4,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CretxKgW4Jk.wav,CretxKgW4Jk,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CretxKgW4Jk.wav,CretxKgW4Jk,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CrjSYvGWusQ.wav,CrjSYvGWusQ,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CrjSYvGWusQ.wav,CrjSYvGWusQ,musicldm,2,MusicLDM
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/MusicGen_medium/CrkxrgTiVyk.wav,CrkxrgTiVyk,MusicGen_medium,1,MusicGen
/content/drive/MyDrive/Colab Notebooks/Education/ProgMathsAI/Datasets/Fake Music Caps/musicldm/CrkxrgTiVyk.wav,CrkxrgTiVyk,musicldm,2,MusicLDM
